Equipo,Componente,Id,Resultado,Horas Funcionamiento,Horas del Aceite,Fecha de Análisis,B,Nit,Oxi,Sul,St,V,Al,Cr,Cu,Fe,Pb,Mo,Ni,Sn,Si,K,Na,W,F,A,ISO,PQI,Ba,Ca,Mg,Mn,P,Zn,Ag,Ti,V40,V100,TBN,TAN,ISO14,ISO4,ISO6
1415,Transmisión,284262,1,35570,368,2019-04-06 00:00:00.000,2.6,NULL,NULL,NULL,NULL,0.1,1.7,0.1,0.7,4.7,0.1,0.6,0.1,0.1,5.5,0.1,1.3,NULL,NULL,NULL,20/18/15,0,0.2,1881,16.2,0.7,729,1111,0.1,0.1,10.71,NULL,NULL,NULL,NULL,NULL,NULL
1416,Convertidor,202964,1,29401,NULL,2018-05-03 00:00:00.000,6,NULL,NULL,NULL,NULL,0,1,0,1,4,1,1,0,0,4,1,2,N,NULL,NULL,201512,5,0,3266,11,0,891,1105,0,0,NULL,11.6,NULL,NULL,12,20,15
1416,Convertidor,266593,3,33836,690,2019-01-21 00:00:00.000,2.6,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.7,3.9,0.1,3,0.4,0.1,6.1,0.8,2.9,NULL,NULL,NULL,18/17/15,0,0.1,2251,21.6,0.1,895,986,0.1,0.3,10.7,NULL,NULL,NULL,NULL,NULL,NULL
1416,Convertidor,291531,1,35489,354,2019-04-29 00:00:00.000,6.4,NULL,NULL,NULL,NULL,0.1,1.1,0.1,1.2,4.8,0.1,5.3,0.1,0.1,5.6,0.1,1,NULL,NULL,NULL,17/16/14,0,0.1,1830,26.7,0.1,736,1122,0.1,0.3,10.85,NULL,NULL,NULL,NULL,NULL,NULL
1416,Diferencial Trasero,205140,2,29633,NULL,2018-05-18 00:00:00.000,102,NULL,NULL,NULL,NULL,0,0,0,63,19,6,0,0,2,3,0,6,N,NULL,NULL,231911,23,0,331,2,0,332,22,0,0,NULL,24.2,NULL,NULL,11,23,19
1416,Diferencial Trasero,274664,1,34488,1342,2019-02-27 00:00:00.000,84.6,NULL,17.6,NULL,NULL,0.1,0.1,0.2,48.2,18.3,7.8,0.1,0.4,2.2,3.2,0.1,5.6,NULL,NULL,NULL,18/16/12,0,0.1,183,0.1,0.1,183,20.6,0.1,0.1,24.15,NULL,NULL,1.7,NULL,NULL,NULL
1416,Diferencial Trasero,295425,1,35811,2665,2019-05-16 00:00:00.000,80.1,NULL,18.9,NULL,NULL,0.1,0.1,0.3,59.6,25.7,6.9,0.1,0.8,2.7,3.3,0.1,5.7,NULL,NULL,NULL,19/16/12,0,0.1,206,2.1,0.4,201,18.8,0.1,0.1,24.21,NULL,NULL,1.6,NULL,NULL,NULL
1416,Mando Final TD,274666,1,34488,1342,2019-02-27 00:00:00.000,84.9,NULL,NULL,NULL,NULL,0.1,0.1,0.2,50.2,17.2,6.5,0.1,0.4,1.9,3.7,0.1,5.6,NULL,NULL,NULL,19/16/13,0,0.1,196,0.1,0.1,184,17.7,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1416,Mando Final TI,279620,1,34822,1676,2019-03-19 00:00:00.000,86.6,NULL,NULL,NULL,NULL,0.1,0.1,0.1,54.4,19.3,4.5,0.1,0.5,2,3.7,0.2,6.5,NULL,NULL,NULL,18/15/12,0,0.1,225,2.7,0.5,193,16.9,0.2,0.1,24.1,NULL,NULL,NULL,NULL,NULL,NULL
1416,Mando Final TI,291538,1,35489,2343,2019-04-29 00:00:00.000,83.3,NULL,NULL,NULL,NULL,0.1,0.1,0.3,57.8,22.6,6.2,2.1,0.8,1.5,3.9,0.1,5.3,NULL,NULL,NULL,18/16/13,0,0.1,202,2.2,0.1,185,16.8,0.1,0.1,24.25,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Derecha,254286,1,32043,503,2018-10-07 00:00:00.000,93.6,NULL,NULL,NULL,NULL,0.1,0.1,0.4,0.1,23.5,0.1,1.1,1.1,0.7,10.1,0.3,4.9,NULL,NULL,NULL,NULL,11,0.1,216,5.6,0.1,166,13.4,0.1,0.2,24.85,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Derecha,254949,1,32304,261,2018-10-21 00:00:00.000,87.2,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,16.3,0.1,1.7,1,0.1,2.2,0.1,5,NULL,NULL,NULL,22/20/17,0,0.1,226,1.7,0.3,135,7.7,0.1,0.1,24.15,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Derecha,261432,1,33515,684,2019-01-03 00:00:00.000,99.2,NULL,NULL,NULL,NULL,0.1,0.1,0.3,0.1,39.3,0.1,1.1,0.1,0.1,5.7,0.1,4.2,NULL,NULL,NULL,19/17/12,0,0.1,193,2.6,0.1,235,11,0.1,0.1,24.7,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Derecha,279618,1,34822,676,2019-03-19 00:00:00.000,82.4,NULL,NULL,NULL,NULL,0.1,0.4,0.2,0.1,26.4,0.1,0.1,1.8,0.1,3.7,0.1,5.2,NULL,NULL,NULL,18/16/12,0,0.1,357,3.7,0.8,224,80.1,0.2,0.1,22.3,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Izquierda,291533,1,35489,667,2019-04-29 00:00:00.000,88.4,NULL,NULL,NULL,NULL,0.1,0.1,0.4,0.1,29.2,0.1,1.9,0.7,0.1,4.9,0.1,3.8,NULL,NULL,NULL,21/20/16,2,0.1,256,2.8,0.1,197,31.4,0.1,0.1,23.23,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Izquierda,291535,1,35489,667,2019-04-29 00:00:00.000,88.4,NULL,NULL,NULL,NULL,0.1,0.1,0.4,0.1,29.2,0.1,1.9,0.7,0.1,4.9,0.1,3.8,NULL,NULL,NULL,21/20/16,2,0.1,256,2.8,0.1,197,31.4,0.1,0.1,23.23,NULL,NULL,NULL,NULL,NULL,NULL
1416,Masa Izquierda,295423,1,35811,322,2019-05-16 00:00:00.000,79.6,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,16.2,0.1,0.1,0.7,0.1,2.8,0.1,3.6,NULL,NULL,NULL,20/19/15,0,0.1,274,6,0.4,210,39.7,0.1,0.1,23.46,NULL,NULL,NULL,NULL,NULL,NULL
1416,Motor,205143,1,29633,NULL,2018-05-18 00:00:00.000,120,6,15,21,26,0,2,0,1,11,1,62,0,0,3,1,2,N,N,N,NULL,10,0,1913,393,0,1103,1296,0,0,NULL,14.4,NULL,NULL,NULL,NULL,NULL
1416,Motor,254280,1,32043,254,2018-10-07 00:00:00.000,98.5,NULL,NULL,NULL,NULL,0.1,1.8,0.3,0.9,17.1,0.4,76.6,0.1,0.1,3,1,4.6,NULL,NULL,NULL,NULL,0,0.1,1275,374,0.1,1244,1354,0.1,0.2,14.56,NULL,NULL,NULL,NULL,NULL,NULL
1416,Motor,254938,1,32304,261,2018-10-21 00:00:00.000,106,NULL,NULL,NULL,NULL,0.1,1.8,0.3,1,22.3,0.9,78.2,0.6,0.1,5,0.9,4.1,NULL,NULL,NULL,NULL,0,0.1,1274,366,0.6,1156,1453,0.1,0.1,14.65,NULL,NULL,NULL,NULL,NULL,NULL
1416,Motor,258266,1,33065,NULL,2018-12-14 00:00:00.000,NULL,6,16,22,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1413,Masa Izquierda,295595,1,36051,205,2019-05-17 00:00:00.000,82.8,NULL,NULL,NULL,NULL,0.1,0.6,0.1,0.1,11.7,0.1,0.1,0.8,0.1,4,0.1,4.2,NULL,NULL,NULL,19/18/14,4,0.1,222,5.4,0.2,209,25.5,0.1,0.1,23.5,NULL,NULL,NULL,NULL,NULL,NULL
1413,Sist de Dirección,295594,1,36051,3595,2019-05-17 00:00:00.000,2.4,NULL,6.9,NULL,NULL,0.1,1.6,0.1,0.5,2.2,0.1,0.1,0.1,0.1,7,0.4,2.7,NULL,NULL,NULL,18/16/14,0,0.1,1815,15.4,0.3,839,1163,0.1,0.1,10.74,NULL,NULL,1.8,NULL,NULL,NULL
1413,Sist. Hidráulico,254880,3,32456,1730,2018-10-19 00:00:00.000,1,NULL,NULL,NULL,NULL,0.5,6.4,0.9,2.6,9.6,0.4,3.7,4.7,0.1,19.1,2.6,5.4,NULL,NULL,NULL,20/19/15,0,0.1,2032,16.4,0.7,905,1138,0.1,0.3,6.6,NULL,NULL,NULL,NULL,NULL,NULL
1413,Sist. Hidráulico,270441,3,34466,3740,2019-02-07 00:00:00.000,0.6,NULL,5.5,NULL,NULL,0.1,8.3,1.4,1.9,10.6,1.9,0.1,5.9,0.1,30.8,3.1,8.3,NULL,NULL,NULL,20/19/15,0,0.1,1990,18.3,0.1,941,1238,0.1,1.4,6.58,NULL,NULL,1.2,NULL,NULL,NULL
1413,Transmisión,265808,1,34162,719,2019-01-19 00:00:00.000,1.2,NULL,NULL,NULL,NULL,0.1,0.1,0.3,0.4,5.4,0.1,0.9,0.6,0.1,6.2,0.4,2.6,NULL,NULL,NULL,19/17/14,0,0.1,2077,14.2,0.1,770,1143,0.1,0.8,10.63,NULL,NULL,NULL,NULL,NULL,NULL
1413,Transmisión,299401,3,36434,906,2019-06-01 00:00:00.000,2.8,NULL,NULL,NULL,NULL,0.2,1.2,0.1,1,7.1,0.1,3,0.2,0.1,3.7,0.1,1.4,NULL,NULL,NULL,19/18/16,0,0.1,1891,12.7,0.7,765,1037,0.1,0.1,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1414,Convertidor,265560,1,35490,1513,2019-01-18 00:00:00.000,1.4,NULL,NULL,NULL,NULL,0.1,0.1,0.3,1.6,6.7,0.1,0.1,0.5,0.1,5.9,0.4,2.5,NULL,NULL,NULL,17/15/11,0,0.1,1948,12.5,0.1,860,1153,0.1,0.7,10.64,NULL,NULL,NULL,NULL,NULL,NULL
1414,Diferencial Trasero,254931,3,34230,253,2018-10-21 00:00:00.000,78,NULL,NULL,NULL,NULL,0.1,0.5,0.1,17.3,6.4,1.5,1.9,0.1,0.1,3.4,0.1,6.2,NULL,NULL,NULL,21/18/13,0,0.1,366,2.7,0.1,176,101,0.1,0.1,21.09,NULL,NULL,NULL,NULL,NULL,NULL
1414,Diferencial Trasero,296206,3,37294,2492,2019-05-21 00:00:00.000,68.3,NULL,18,NULL,NULL,0.1,0.9,0.2,66.4,33,2.4,0.1,0.3,1.8,11.7,1,10.9,NULL,NULL,NULL,17/16/12,0,0.2,323,4.4,0.1,192,65.8,0.1,0.5,22.27,NULL,NULL,1.4,NULL,NULL,NULL
1414,Mando Final TD,254299,3,33977,323,2018-10-07 00:00:00.000,68.4,NULL,NULL,NULL,NULL,0.1,1.5,0.1,23.5,9.9,2.7,1.8,0.4,0.1,11.2,1.3,9.5,NULL,NULL,NULL,NULL,0,0.1,594,8.9,0.1,246,236,0.1,0.4,17.79,NULL,NULL,NULL,NULL,NULL,NULL
1414,Mando Final TD,265568,1,35490,688,2019-01-18 00:00:00.000,70.4,NULL,NULL,NULL,NULL,0.1,0.1,0.2,24.9,13.7,1.1,0.7,0.5,0.1,4.8,0.2,8.1,NULL,NULL,NULL,21/18/12,0,0.1,230,2.3,0.2,213,47.8,0.1,0.7,22.74,NULL,NULL,NULL,NULL,NULL,NULL
1414,Mando Final TD,270436,3,35807,1005,2019-02-06 00:00:00.000,78.5,NULL,NULL,NULL,NULL,0.2,0.1,0.2,38.7,23.7,1.2,0.1,0.1,0.1,4.4,0.1,8,NULL,NULL,NULL,21/18/12,0,0.1,245,1.8,0.1,264,60.4,0.1,1,22.47,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Derecha,285916,1,36664,344,2019-04-12 00:00:00.000,85.2,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,22.1,0.1,0.3,0.4,0.1,3.7,0.1,3.5,NULL,NULL,NULL,18/16/12,0,0.1,279,2.7,0.8,200,39.8,0.1,0.1,23.04,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Izquierda,254295,1,33977,255,2018-10-07 00:00:00.000,94.5,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,9,0.1,1.1,0.2,0.7,0.3,0.4,5.3,NULL,NULL,NULL,NULL,0,0.1,224,2.8,0.1,164,11,0.1,0.2,24.1,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Izquierda,275464,3,36004,215,2019-03-02 00:00:00.000,77.5,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,14.8,0.1,0.1,0.1,0.1,4.2,0.2,4.2,NULL,NULL,NULL,18/16/12,0,0.1,265,1.8,0.1,250,92,0.1,0.1,21.84,NULL,NULL,NULL,NULL,NULL,NULL
1414,Masa Izquierda,296204,2,37294,312,2019-05-21 00:00:00.000,70,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.4,18.6,0.1,0.5,0.1,0.1,3.8,0.1,6.6,NULL,NULL,NULL,18/16/13,0,0.1,473,8.5,0.1,270,178,0.1,0.1,18.88,NULL,NULL,NULL,NULL,NULL,NULL
1414,Motor,202955,1,31157,NULL,2018-05-02 00:00:00.000,121,6,15,21,23,0,1,0,2,10,0,61,1,0,2,1,2,N,N,N,NULL,6,0,1923,385,0,1117,1296,0,0,NULL,14.6,NULL,NULL,NULL,NULL,NULL
1414,Motor,253089,1,34583,NULL,2018-11-22 00:00:00.000,NULL,6,15,21,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1414,Motor,275459,3,36004,1,2019-03-02 00:00:00.000,99.7,0.9,14.5,21.2,NULL,0.1,0.1,0.1,1.7,2,0.1,70.3,0.1,0.1,9.9,0.7,3.7,NULL,NULL,NULL,NULL,0,2,1098,325,0.4,1191,1611,0.1,0.1,14.43,NULL,8.6,NULL,NULL,NULL,NULL
1414,Motor,280665,1,36320,75,2019-03-24 00:00:00.000,99.2,1.6,14.3,20.9,NULL,0.4,1.4,0.1,0.8,5.8,0.1,56.3,0.8,0.1,4.7,0.1,2.4,NULL,NULL,NULL,NULL,0,0.3,1331,311,1.1,828,1479,0.2,0.2,13.62,NULL,8.7,NULL,NULL,NULL,NULL
1414,Motor,296199,1,37294,312,2019-05-21 00:00:00.000,81.3,3.9,16.1,22,NULL,0.1,0.5,0.3,1.4,37,0.1,53.5,0.1,0.1,5.3,0.1,2,NULL,NULL,NULL,NULL,6,0.2,1474,309,1.1,825,1443,0.1,0.1,13.47,NULL,7.7,NULL,NULL,NULL,NULL
1414,Sist de Dirección,254926,1,34230,1735,2018-10-21 00:00:00.000,0.9,NULL,NULL,NULL,NULL,0.3,2.2,0.1,1,1.7,0.5,2.2,0.2,0.1,4,0.7,4.9,NULL,NULL,NULL,21/18/15,0,0.1,2018,15.1,0.2,733,1111,0.1,0.1,10.8,NULL,NULL,NULL,NULL,NULL,NULL
1412,Motor,276206,2,39074,489,2019-03-03 00:00:00.000,41,8,16,19,53,2,4,0,2,43,0,50,1,1,5,2,8,N,N,N,NULL,2,0,1382,801,0,1061,1269,0,0,NULL,14.9,9.6,NULL,NULL,NULL,NULL
1412,Radiador,264760,1,38323,7838,2019-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1412,Radiador,269670,2,38585,7838,2019-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1412,Sist de Dirección,208754,1,34311,1930,2018-06-04 00:00:00.000,5,NULL,NULL,NULL,NULL,0,1,0,1,1,1,0,0,0,3,0,1,N,NULL,NULL,20/17/14,15,0,3424,9,0,902,1139,0,0,NULL,11.3,NULL,NULL,14,20,17
1412,Sist de Dirección,212644,1,34610,2229,2018-06-21 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,0,1,0,1,0,0,3,0,0,N,NULL,NULL,211915,19,0,3381,14,0,897,1137,0,0,NULL,11.8,NULL,NULL,15,21,19
1412,Sist de Dirección,215924,1,34885,275,2018-07-05 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,0,1,1,0,0,0,3,0,1,N,NULL,NULL,20/19/15,5,0,3427,12,0,902,1143,0,0,NULL,11.4,NULL,NULL,15,20,19
1412,Sist de Dirección,235850,1,36544,1934,2018-09-28 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,1,2,0,0,0,0,3,1,3,N,NULL,NULL,191511,9,0,2944,11,0,970,1203,0,0,NULL,10.8,NULL,NULL,11,19,15
1412,Sist. Hidráulico,184616,2,32381,525,2018-03-01 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,1,14,0,0,2,0,9,0,1,N,NULL,NULL,211714,14,1,3069,7,0,840,1051,0,0,NULL,6.6,NULL,NULL,14,21,17
1412,Sist. Hidráulico,200567,3,33751,1895,2018-05-06 00:00:00.000,1,NULL,NULL,NULL,NULL,0,3,0,1,20,1,0,3,0,12,1,2,N,NULL,NULL,S-M,3,1,3172,8,0,876,1107,0,0,NULL,6.6,NULL,NULL,NULL,NULL,NULL
1412,Sist. Hidráulico,208755,2,34311,290,2018-06-04 00:00:00.000,6,NULL,NULL,NULL,NULL,0,2,1,1,14,0,0,3,0,10,1,4,N,NULL,NULL,22/17/12,29,1,3300,10,0,911,1133,0,0,NULL,6.8,NULL,NULL,12,22,17
1412,Sist. Hidráulico,244999,2,37065,761,2018-11-01 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,1,15,0,0,2,0,6,1,4,N,NULL,NULL,22/19/15,4,0,2459,11,0,860,1075,0,0,NULL,5.9,NULL,NULL,15,22,19
1412,Sist. Hidráulico,260456,2,38102,1798,2018-12-28 00:00:00.000,8,NULL,NULL,NULL,NULL,1,4,0,2,26,0,0,6,0,16,2,7,N,NULL,N,23/20/16,14,0,2725,11,0,930,1138,0,0,NULL,5.9,NULL,NULL,16,23,20
1412,Sist. Hidráulico,264691,3,38323,221,2019-01-14 00:00:00.000,2,NULL,NULL,NULL,NULL,0,2,1,1,20,1,0,3,0,9,1,7,N,NULL,N,22/20/13,14,0,2642,10,0,928,1141,0,0,NULL,6.1,NULL,NULL,13,22,20
1412,Sist. Hidráulico,278877,3,39343,269,2019-03-15 00:00:00.000,0,NULL,NULL,NULL,NULL,0,4,1,1,32,0,0,5,0,15,2,7,N,NULL,N,221913,11,0,2795,10,0,928,1179,0,0,NULL,6.1,NULL,NULL,13,22,19
1412,Sist. Hidráulico,294130,3,40409,1335,2019-05-09 00:00:00.000,2,NULL,NULL,NULL,NULL,0,3,0,0,35,0,0,4,0,13,1,3,N,NULL,N,S-M,46,0,3064,10,0,1049,1268,0,0,NULL,6.1,NULL,NULL,NULL,NULL,NULL
1412,Sist. Hidráulico,295870,3,40614,2512,2019-05-18 00:00:00.000,2,NULL,NULL,NULL,NULL,0,4,1,1,29,0,0,6,0,13,2,5,N,NULL,N,S-M,44,0,2828,9,0,968,1149,0,0,NULL,6,NULL,NULL,NULL,NULL,NULL
1412,Transmisión,187428,1,32672,554,2018-03-15 00:00:00.000,4,NULL,NULL,NULL,NULL,0,0,1,1,3,2,1,0,0,6,0,3,N,NULL,NULL,191716,15,0,3050,7,0,810,1004,0,0,NULL,11,NULL,NULL,16,19,17
1412,Transmisión,194447,1,33222,1104,2018-04-11 00:00:00.000,2,NULL,NULL,NULL,NULL,0,1,0,3,5,1,0,0,0,3,0,2,N,NULL,NULL,201612,2,0,2968,7,0,809,1032,0,0,NULL,11.2,NULL,NULL,12,20,16
1412,Transmisión,220166,1,35183,872,2018-07-21 00:00:00.000,6,NULL,NULL,NULL,NULL,0,1,0,2,4,1,0,0,1,4,0,2,N,NULL,NULL,20/17/14,23,0,3435,8,0,920,1156,0,0,NULL,11.2,NULL,NULL,14,20,17
1412,Transmisión,227137,1,35774,294,2018-08-20 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,1,5,1,0,0,0,5,0,3,N,NULL,NULL,21/19/15,6,0,3055,10,0,998,1210,0,0,NULL,10.9,NULL,NULL,15,21,19
1412,Transmisión,235852,1,36544,1064,2018-09-28 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,1,2,0,0,0,0,3,1,3,N,NULL,NULL,191611,24,0,2932,11,0,967,1198,0,0,NULL,10.8,NULL,NULL,11,19,16
1412,Transmisión,240726,1,36795,251,2018-10-17 00:00:00.000,2,NULL,NULL,NULL,NULL,0,0,0,2,9,1,0,0,0,2,5,3,N,NULL,NULL,22/18/13,3,0,2783,10,0,986,1202,0,0,NULL,10.9,NULL,NULL,13,22,18
1412,Transmisión,253247,1,37599,804,2018-11-28 00:00:00.000,4,NULL,NULL,NULL,NULL,0,0,0,2,6,1,0,0,0,3,2,6,N,NULL,N,201713,20,0,2777,7,0,963,1168,0,0,NULL,10.6,NULL,NULL,13,20,17
1412,Transmisión,278907,2,39343,269,2019-03-15 00:00:00.000,1,NULL,NULL,NULL,NULL,0,1,0,4,3,1,0,0,0,2,1,2,N,NULL,N,G-NM1,7,0,2871,9,0,936,1184,0,0,NULL,11,NULL,NULL,NULL,NULL,NULL
1421,Masa Izquierda,202528,2,29223,NULL,2018-05-05 00:00:00.000,109,NULL,NULL,NULL,NULL,0,0,0,0,34,0,0,1,0,3,0,4,N,NULL,NULL,231914,30,0,322,4,0,327,15,0,0,NULL,24.3,NULL,NULL,14,23,19
1421,Masa Izquierda,205175,1,29474,NULL,2018-05-19 00:00:00.000,105,NULL,NULL,NULL,NULL,0,0,0,0,20,0,0,1,0,3,0,4,N,NULL,NULL,221712,25,0,348,4,0,330,27,0,0,NULL,24.2,NULL,NULL,12,22,17
1421,Motor,253094,1,32766,NULL,2018-11-22 00:00:00.000,NULL,7,16,22,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1421,Motor,256608,2,31382,36,2018-09-02 00:00:00.000,55.3,NULL,NULL,NULL,NULL,1.7,0.8,0.3,0.9,4.9,0.1,57.9,0.8,0.1,2,179,98.7,NULL,NULL,NULL,NULL,0,0.1,1946,317,2.1,919,1759,0.2,0.1,14.09,NULL,NULL,NULL,NULL,NULL,NULL
1421,Sist de Dirección,202529,1,29223,NULL,2018-05-05 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,0,2,1,0,0,0,4,0,2,N,NULL,NULL,211914,6,0,3261,9,0,866,1102,0,0,NULL,11.3,NULL,NULL,14,21,19
1421,Sist de Dirección,254859,3,32193,1191,2018-10-18 00:00:00.000,0.6,NULL,NULL,NULL,NULL,0.1,1.2,0.1,0.2,1.4,0.7,2.9,0.1,0.1,3.6,0.2,1.6,NULL,NULL,NULL,20/19/15,0,0.1,1922,13.9,0.1,796,1093,0.1,0.2,10.88,NULL,NULL,NULL,NULL,NULL,NULL
1421,Sist de Dirección,256972,3,33107,2105,2018-12-12 00:00:00.000,0.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.4,0.5,0.1,1.5,0.1,0.1,7.7,0.4,3.4,NULL,NULL,NULL,21/20/17,0,0.1,2092,NULL,0.1,851,1178,0.1,0.4,10.87,NULL,NULL,NULL,NULL,NULL,NULL
1421,Transmisión,254225,1,31939,446,2018-10-04 00:00:00.000,2.1,NULL,NULL,NULL,NULL,0.1,1.7,0.1,2.1,4.4,1.3,3.7,0.5,0.1,3.6,0.7,2.4,NULL,NULL,NULL,NULL,0,0.1,1884,16.4,0.1,944,1171,0.1,0.5,10.78,NULL,NULL,NULL,NULL,NULL,NULL
1421,Transmisión,254853,3,32193,700,2018-10-18 00:00:00.000,1.3,NULL,NULL,NULL,NULL,0.1,2.3,0.1,2,9.4,0.4,4.5,0.1,0.1,4.8,0.2,2.3,NULL,NULL,NULL,20/18/13,0,0.2,2171,16,0.1,454,1116,0.1,0.3,10.72,NULL,NULL,NULL,NULL,NULL,NULL
1421,Transmisión,255017,3,32271,778,2018-10-22 00:00:00.000,1.7,NULL,NULL,NULL,NULL,0.1,2.5,0.1,1.9,10.2,1.4,4.7,0.2,0.1,3.8,0.4,2.6,NULL,NULL,NULL,21/18/15,0,0.2,2002,15.4,0.1,712,1005,0.1,0.1,10.72,NULL,NULL,NULL,NULL,NULL,NULL
1422,Convertidor,254486,3,33019,1018,2018-10-14 00:00:00.000,1.6,NULL,NULL,NULL,NULL,0.1,2.4,0.1,1.8,9.8,1.2,4.9,0.1,0.1,4.8,3.8,3.4,NULL,NULL,NULL,20/18/15,0,0.1,1800,14.1,0.1,784,1159,0.1,0.3,10.76,NULL,NULL,NULL,NULL,NULL,NULL
1422,Convertidor,282380,1,35631,527,2019-03-29 00:00:00.000,2.2,NULL,NULL,NULL,NULL,0.1,1.7,0.1,1.6,5,0.1,2.7,0.1,0.1,4.5,1.4,3,NULL,NULL,NULL,20/17/15,0,0.2,1994,13.5,0.8,697,1159,0.1,0.1,10.67,NULL,NULL,NULL,NULL,NULL,NULL
1422,Convertidor,297738,3,36647,339,2019-05-25 00:00:00.000,1.4,NULL,NULL,NULL,NULL,0.1,1.6,0.1,2.8,7.2,0.1,3.8,0.2,0.1,1.9,0.2,0.8,NULL,NULL,NULL,19/18/16,0,0.1,1917,14,0.1,874,1145,0.1,0.4,10.64,NULL,NULL,NULL,NULL,NULL,NULL
1422,Diferencial Trasero,206457,1,30541,NULL,2018-05-26 00:00:00.000,102,NULL,NULL,NULL,NULL,0,0,0,9,19,1,0,0,0,1,0,4,N,NULL,NULL,211512,36,0,349,3,0,345,21,0,0,NULL,24.7,NULL,NULL,12,21,15
1422,Diferencial Trasero,256626,1,32285,1988,2018-09-03 00:00:00.000,82.8,NULL,NULL,NULL,NULL,0.1,0.2,0.4,19.4,34.5,1.3,1,0.6,0.8,3,1,7.5,NULL,NULL,NULL,19/18/15,0,0.1,206,5,0.2,192,14,0.1,0.1,25.04,NULL,NULL,NULL,NULL,NULL,NULL
1422,Diferencial Trasero,260565,1,34274,238,2018-12-28 00:00:00.000,86.4,NULL,NULL,NULL,NULL,0.1,0.1,0.1,9.7,12.5,1,0.1,0.4,0.1,2.5,0.1,5.1,NULL,NULL,NULL,19/18/14,0,0.1,177,NULL,0.7,213,12.4,0.1,0.3,24.66,NULL,NULL,NULL,NULL,NULL,NULL
1422,Diferencial Trasero,288652,3,35980,1944,2019-04-16 00:00:00.000,76,NULL,17.3,NULL,NULL,0.3,0.1,0.4,44.1,25.1,0.7,1.6,0.6,1.7,6.1,0.1,6.7,NULL,NULL,NULL,21/19/15,0,0.1,214,2.7,1.2,187,19.9,0.1,0.3,23.76,NULL,NULL,1.8,NULL,NULL,NULL
1422,Diferencial Trasero,293547,1,36308,2272,2019-05-05 00:00:00.000,83.7,NULL,18.7,NULL,NULL,0.1,0.3,0.2,50.3,30.9,3.5,0.1,0.8,1.1,6.5,0.1,6.8,NULL,NULL,NULL,18/15/11,0,0.1,208,3,0.7,201,23.1,0.1,0.2,23.95,NULL,NULL,1.5,NULL,NULL,NULL
